,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
59737,6542,3,11367,0,0,0,0,1951,2,190000
59738,6542,3,11367,0,0,0,0,1951,2,210000
59739,6542,3,11367,0,0,0,0,1951,2,198000
59742,6574,2,11367,0,0,0,0,1949,2,258000
59744,6574,30,11367,0,0,0,0,1949,2,280000
59745,6587,6,11367,0,0,0,0,1937,2,240000
59746,6587,6,11367,0,0,0,0,1937,2,225000
59747,6587,6,11367,0,0,0,0,1937,2,392500
59748,6587,6,11367,0,0,0,0,1937,2,178000
59749,6587,6,11367,0,0,0,0,1937,2,217000
59750,6587,6,11367,0,0,0,0,1937,2,275000
59751,6587,6,11367,0,0,0,0,1937,2,140000
59752,6587,6,11367,0,0,0,0,1937,2,190000
59753,6607,1,11367,0,0,0,0,1937,2,245000
59754,6607,1,11367,0,0,0,0,1937,2,175000
59755,6607,1,11367,0,0,0,0,1937,2,186000
59756,6607,1,11367,0,0,0,0,1937,2,235000
59757,6607,1,11367,0,0,0,0,1937,2,180000
59758,6607,1,11367,0,0,0,0,1937,2,242000
59759,6607,1,11367,0,0,0,0,1937,2,180000
59760,6607,1,11367,0,0,0,0,1937,2,250000
59761,6607,1,11367,0,0,0,0,1937,2,219000
59762,6609,7,11367,0,0,0,0,1937,2,253000
59763,6609,7,11367,0,0,0,0,1937,2,220000
59764,6609,7,11367,0,0,0,0,1937,2,190000
59765,6628,1,11367,0,0,0,0,1937,2,189000
59766,6628,1,11367,0,0,0,0,1937,2,225000
59767,6628,1,11367,0,0,0,0,1937,2,178000
59768,6628,1,11367,0,0,0,0,1937,2,120000
59769,6628,1,11367,0,0,0,0,1937,2,190000
59770,6628,1,11367,0,0,0,0,1937,2,170000
59771,6628,1,11367,0,0,0,0,1937,2,263000
59772,6630,15,11367,0,0,0,0,1949,2,189000
59773,6630,15,11367,0,0,0,0,1949,2,178000
59774,6630,30,11367,0,0,0,0,1949,2,276822
59775,6631,1,11367,0,0,0,0,1940,2,231600
59776,6631,1,11367,0,0,0,0,1940,2,226600
59777,6631,1,11367,0,0,0,0,1940,2,268000
59778,6631,1,11367,0,0,0,0,1940,2,177786
59779,6631,1,11367,0,0,0,0,1940,2,210000
59780,6631,1,11367,0,0,0,0,1940,2,216600
59781,6631,1,11367,0,0,0,0,1940,2,246549
59782,6632,1,11367,0,0,0,0,1940,2,183260
59783,6632,1,11367,0,0,0,0,1940,2,295000
59784,6632,1,11367,0,0,0,0,1940,2,222311
59785,6632,1,11367,0,0,0,0,1940,2,240632
59786,6632,1,11367,0,0,0,0,1940,2,232311
59787,6632,1,11367,0,0,0,0,1940,2,223900
59788,6632,1,11367,0,0,0,0,1940,2,241600
59789,6632,1,11367,0,0,0,0,1940,2,243837
59790,6632,1,11367,0,0,0,0,1940,2,270632
59791,6632,1,11367,0,0,0,0,1940,2,265000
59792,6633,1,11367,0,0,0,0,1940,2,221600
59793,6633,1,11367,0,0,0,0,1940,2,231837
59794,6633,1,11367,0,0,0,0,1940,2,250000
59795,6633,1,11367,0,0,0,0,1940,2,240000
59796,6633,1,11367,0,0,0,0,1940,2,294000
59797,6633,1,11367,0,0,0,0,1940,2,210000
59798,6633,1,11367,0,0,0,0,1940,2,171000
59799,6633,1,11367,0,0,0,0,1940,2,273023
59800,6633,1,11367,0,0,0,0,1940,2,237311
59801,6633,1,11367,0,0,0,0,1940,2,232311
59802,6633,1,11367,0,0,0,0,1940,2,318000
59803,6633,1,11367,0,0,0,0,1940,2,257394
59804,6633,1,11367,0,0,0,0,1940,2,248260
59805,6656,63,11367,0,0,0,0,1952,2,265000
59806,6656,63,11367,0,0,0,0,1952,2,200000
59808,6656,63,11367,0,0,0,0,1952,2,210000
59809,6656,63,11367,0,0,0,0,1952,2,283000
59810,6656,63,11367,0,0,0,0,1952,2,221100
59811,6656,63,11367,0,0,0,0,1952,2,278600
59812,6656,63,11367,0,0,0,0,1952,2,269000
59813,6658,39,11367,0,0,0,0,1949,2,259000
59814,6658,39,11367,0,0,0,0,1949,2,245000
59815,6659,21,11367,0,0,0,0,1949,2,250000
59816,6660,40,11367,0,0,0,0,1949,2,150000
59817,6668,28,11367,26,0,41500,23712,1948,2,190000
59818,6668,28,11367,0,0,0,0,1948,2,190000
59819,6668,28,11367,0,0,0,0,1948,2,250000
59820,6669,27,11367,0,0,0,0,1948,2,158000
59821,6669,27,11367,0,0,0,0,1948,2,110000
59822,6670,1,11367,0,0,0,0,1949,2,109512
59823,6670,1,11367,0,0,0,0,1949,2,172500
59824,6670,1,11367,0,0,0,0,1949,2,232500
59825,6670,1,11367,0,0,0,0,1949,2,182000
59826,6670,1,11367,0,0,0,0,1949,2,310000
59827,6670,1,11367,0,0,0,0,1949,2,173888
59828,6671,1,11367,0,0,0,0,1949,2,159000
59829,6671,1,11367,0,0,0,0,1949,2,164900
59830,6671,1,11367,0,0,0,0,1949,2,165000
59831,6671,1,11367,0,0,0,0,1949,2,215000
59832,6671,1,11367,0,0,0,0,1949,2,166888
59833,6671,1,11367,0,0,0,0,1949,2,215000
59834,6671,1,11367,0,0,0,0,1949,2,167000
59835,6671,1,11367,0,0,0,0,1949,2,171500
59836,6676,20,11367,0,0,0,0,1948,2,350000
59838,6679,1,11367,0,0,0,0,1949,2,355000
59839,6690,1,11367,0,0,0,0,1949,2,128000
59840,6527,50,11367,0,0,0,0,1954,2,136000
59841,6527,50,11367,0,0,0,0,1954,2,219000
59842,6527,50,11367,0,0,0,0,1954,2,146500
59843,6527,50,11367,0,0,0,0,1954,2,165000
59844,6527,50,11367,0,0,0,0,1954,2,160000
59845,6527,50,11367,0,0,0,0,1954,2,270000
59846,6527,50,11367,0,0,0,0,1954,2,100000
59847,6527,52,11367,0,0,0,0,1954,2,220000
59848,6527,52,11367,0,0,0,0,1954,2,275000
59849,6527,52,11367,0,0,0,0,1954,2,225000
59850,6527,52,11367,0,0,0,0,1954,2,239000
59851,6527,52,11367,0,0,0,0,1954,2,260000
59852,6527,52,11367,0,0,0,0,1954,2,214000
59854,6690,16,11367,0,0,0,0,1955,2,165000
59855,6690,16,11367,0,0,0,0,1955,2,150000
59856,6690,16,11367,0,0,0,0,1955,2,78621
59857,6690,16,11367,0,0,0,0,1955,2,164000
59858,6690,16,11367,0,0,0,0,1955,2,155000
59859,6690,16,11367,0,0,0,0,1955,2,205000
59861,6698,40,11367,0,0,0,0,1952,2,25355
59862,6698,40,11367,0,0,0,0,1952,2,220000
59863,6698,40,11367,0,0,0,0,1952,2,277000
59864,6698,40,11367,0,0,0,0,1952,2,230000
59865,6698,40,11367,0,0,0,0,1952,2,187000
59866,6698,40,11367,0,0,0,0,1952,2,280000
59867,6698,40,11367,0,0,0,0,1952,2,200000
59868,6698,40,11367,0,0,0,0,1952,2,232750
59869,6698,40,11367,0,0,0,0,1952,2,250000
59870,6698,40,11367,0,0,0,0,1952,2,210000
59871,6698,40,11367,0,0,0,0,1952,2,135000
59872,6698,40,11367,0,0,0,0,1952,2,200000
59873,6698,40,11367,0,0,0,0,1952,2,221000
59874,6698,40,11367,0,0,0,0,1952,2,245000
59875,6698,40,11367,0,0,0,0,1952,2,238000
59876,6698,40,11367,0,0,0,0,1952,2,187590
59877,6698,40,11367,0,0,0,0,1952,2,91260
59878,6698,40,11367,0,0,0,0,1952,2,25355
59879,6698,40,11367,0,0,0,0,1952,2,30426
59880,6698,40,11367,0,0,0,0,1952,2,262626
59881,6698,40,11367,0,0,0,0,1952,2,324480
59882,6698,40,11367,0,0,0,0,1952,2,312312
59883,6698,40,11367,0,0,0,0,1952,2,220000
59884,6698,40,11367,0,0,0,0,1952,2,311298
59885,6698,40,11367,0,0,0,0,1952,2,293046
59886,6698,40,11367,0,0,0,0,1952,2,204878
59887,6698,40,11367,0,0,0,0,1952,2,191000
59888,6698,40,11367,0,0,0,0,1952,2,25355
59889,6698,40,11367,0,0,0,0,1952,2,170000
59890,6698,40,11367,0,0,0,0,1952,2,200000
59891,6698,40,11367,0,0,0,0,1952,2,105000
59892,6698,40,11367,0,0,0,0,1952,2,311298
59893,6698,40,11367,0,0,0,0,1952,2,26000
59894,6698,40,11367,0,0,0,0,1952,2,195000
59895,6698,40,11367,0,0,0,0,1952,2,230000
59896,6698,40,11367,0,0,0,0,1952,2,275000
59897,6698,40,11367,0,0,0,0,1952,2,273780
59898,6698,40,11367,0,0,0,0,1952,2,18000
59899,6698,40,11367,0,0,0,0,1952,2,200000
59900,6698,40,11367,0,0,0,0,1952,2,275000
59901,6698,40,11367,0,0,0,0,1952,2,120000
59903,6698,40,11367,0,0,0,0,1952,2,200000
59904,6698,40,11367,0,0,0,0,1952,2,30420
59905,6698,40,11367,0,0,0,0,1952,2,269800
59906,6698,40,11367,0,0,0,0,1952,2,235000
59907,6698,40,11367,0,0,0,0,1952,2,309270
59908,6698,40,11367,0,0,0,0,1952,2,260598
59909,6698,40,11367,0,0,0,0,1952,2,30420
59910,6698,40,11367,0,0,0,0,1952,2,155000
59911,6698,40,11367,0,0,0,0,1952,2,312000
59913,6698,40,11367,0,0,0,0,1952,2,290000
59914,6711,27,11367,0,0,0,0,1965,2,255000
59915,6711,27,11367,0,0,0,0,1965,2,255000
59916,6711,27,11367,0,0,0,0,1965,2,250000
59918,6711,27,11367,0,0,0,0,1965,2,219000
59919,6852,11,11366,0,0,0,0,1963,2,105000
59920,6852,11,11366,0,0,0,0,1963,2,157000
59921,6548,1137,11367,1,0,0,0,1950,2,445000
59924,6548,1191,11367,1,0,0,0,1950,2,360000
59925,6548,1194,11367,1,0,0,0,1950,2,352000
59926,6548,1212,11367,1,0,0,0,1950,2,320000
59927,6548,1232,11367,1,0,0,0,1950,2,337000
59928,6548,1263,11367,1,0,0,0,1950,2,350000
59929,6548,1280,11367,1,0,0,0,1950,2,400000
59930,6548,1293,11367,1,0,0,0,1950,2,350000
59931,6548,1300,11367,1,0,0,0,1950,2,350000
59932,6548,1329,11367,1,0,0,0,1950,2,356000
59933,6548,1331,11367,1,0,0,0,1950,2,350000
59934,6548,1371,0,1,0,0,0,1950,2,300000
59935,6542,1001,11367,1,0,0,0,1963,2,290000
59938,6542,1017,11367,1,0,0,0,1963,2,280000
59939,6542,1020,11367,1,0,0,0,1963,2,330000
59940,6542,1028,11367,1,0,0,0,1963,2,382000
59941,6542,1043,11367,1,0,0,0,1963,2,390000
59942,6542,1048,11367,1,0,0,0,1963,2,340000
59943,6542,1049,11367,1,0,0,0,1963,2,300000
59945,6542,1059,11367,1,0,0,0,1963,2,288888
59948,6799,1206,11365,1,0,0,0,2014,2,433992
59949,6799,1207,11365,1,0,0,0,2014,2,456300
59950,6799,1208,11365,1,0,0,0,2014,2,253500
59951,6799,1209,11365,1,0,0,0,2014,2,319410
59952,6799,1210,11365,1,0,0,0,2014,2,297102
59953,6799,1211,11365,1,0,0,0,2014,2,400530
59954,6799,1213,11365,1,0,0,0,2014,2,500000
59955,6799,1214,11365,1,0,0,0,2014,2,412698
59956,6799,1215,11365,1,0,0,0,2014,2,436020
59957,6799,1216,11365,1,0,0,0,2014,2,281892
59958,6799,1217,11365,1,0,0,0,2014,2,337662
59959,6799,1218,11365,1,0,0,0,2014,2,304200
59960,6799,1220,11365,1,0,0,0,2014,2,528518
59961,6799,1221,11365,1,0,0,0,2014,2,518289
59962,6799,1222,11365,1,0,0,0,2014,2,423852
59963,6799,1224,11365,1,0,0,0,2014,2,291018
59964,6799,1225,11365,1,0,0,0,2014,2,342132
59965,6799,1226,11365,1,0,0,0,2014,2,329550
59966,6799,1227,11365,1,0,0,0,2014,2,445146
59967,6799,1228,11365,1,0,0,0,2014,2,451230
59968,6799,1231,11365,1,0,0,0,2014,2,248430
59969,6799,1234,11365,1,0,0,0,2014,2,294060
59970,6801,1315,11365,1,0,0,0,2008,2,530000
59972,6801,1405,11365,1,0,0,0,2007,2,570000
59973,6801,1411,11365,1,0,0,0,2007,2,530000
59974,6801,1423,11365,1,0,0,0,2007,2,328000
59975,6801,1429,11365,1,0,0,0,2007,2,360000
59976,6801,1442,11365,1,0,0,0,2007,2,568000
59977,6801,1507,11365,1,0,0,0,2008,2,309777
59978,6801,1517,11365,1,0,0,0,2008,2,426000
59979,6801,1519,11365,1,0,0,0,2008,2,311000
59980,6801,1520,11365,1,0,0,0,2008,2,316284
59981,6801,1521,11365,1,0,0,0,2008,2,438048
59982,6905,37,11365,3,1,3000,2228,1931,2,750000
59983,6801,1104,11365,1,0,0,0,2005,2,450000
59984,6801,1109,11365,1,0,0,0,2005,2,417000
59986,6801,1204,11365,1,0,0,0,2008,2,498000
59988,6823,1,11366,0,2,1720,1530,1993,4,880000
59989,6824,8,11366,0,1,1443,1384,1995,4,618750
59991,6624,27,11367,1,0,4000,1576,1945,4,850000
59993,6749,1,11367,0,1,9330,6835,1942,4,2375000
59995,6542,1099,11367,0,0,0,0,1963,4,15000
59999,6548,1035,11367,0,0,0,0,0,4,31000
60002,6798,1126,11365,0,0,0,0,2011,4,110468
60005,6798,1132,11365,0,0,0,0,2011,4,19000
60008,6798,1135,11365,0,0,0,0,2011,4,23000
60039,2123,29,11375,1,0,1995,1506,1950,1,690000
60040,2123,36,11375,1,0,2090,1845,1950,1,755000
60044,2125,62,11375,1,0,1351,1200,1940,1,730000
60045,2130,29,11375,1,0,2040,1650,1940,1,850000
60048,2144,42,11375,1,0,1710,1152,1945,1,790000
60052,2162,178,11375,1,0,2496,1408,1950,1,720000
60053,2171,40,11375,1,0,3200,1440,1948,1,950000
60055,2172,51,11375,1,0,2983,2213,1940,1,975000
60056,2173,31,11375,1,0,2920,2324,1940,1,900000
60057,2173,56,11375,1,0,1800,1758,1940,1,787000
60060,2174,32,11375,1,0,2000,2090,1940,1,222500
60061,2174,58,11375,1,0,5000,1930,1940,1,1500000
60062,2177,1,11375,1,0,5072,2292,1935,1,1500000
60064,2177,42,11375,1,0,5000,1820,1935,1,729000
60065,2177,57,11375,1,0,5000,1660,1923,1,986000
60066,2178,33,11375,1,0,5000,2403,1935,1,1600000
60068,2180,29,11375,1,0,3829,2700,1950,1,950000
60069,2182,114,11375,1,0,2200,1472,1950,1,845000
60070,2186,4,11375,1,0,2542,1360,1940,1,995000
60071,2191,54,11375,1,0,5000,1852,1940,1,1700000
60072,2191,58,11375,1,0,5000,1852,1940,1,1650000
60073,2192,9,11375,1,0,7000,3433,1940,1,2300000
60075,2193,21,11375,1,0,5000,1672,1920,1,1610000
60079,2217,42,11375,1,0,5000,1778,1935,1,1675000
60082,2222,52,11375,1,1,5000,1900,1930,1,1560000
60084,2227,35,11375,1,0,5000,2102,1940,1,1725000
60086,2233,4,11375,1,0,7000,4356,1935,1,1647000
60089,2233,54,11375,1,0,5000,2887,1915,1,1700000
60090,2241,57,11375,1,0,6242,1800,1920,1,1780000
60091,2242,1,11375,1,0,7500,5200,1990,1,3350000
60092,2245,25,11375,1,1,7500,3488,1970,1,1743000
60093,2248,6,11375,1,1,5200,1996,1930,1,1450000
60096,3178,42,11374,1,0,4275,1328,1925,1,720000
60097,3178,58,11374,1,0,2237,1881,1960,1,660000
60098,3178,59,11374,1,0,2277,1881,1960,1,475000
60100,3179,101,11374,1,0,2600,1312,1910,1,860000
60103,3181,19,11375,1,0,2484,1720,1940,1,1045000
60104,3186,42,11375,1,0,2200,1592,1920,1,835000
60106,3187,4,11375,1,0,2000,1540,1940,1,631579
60107,3187,9,11375,1,0,2000,1680,1940,1,970000
60109,3187,33,11375,1,0,1842,1224,1940,1,1270000
60110,3187,43,11375,1,0,1942,1292,1940,1,1135000
60112,3188,42,11375,1,0,1800,1206,1940,1,900000
60113,3189,23,11375,1,0,1800,1224,1930,1,858000
60114,3189,42,11375,1,0,1800,1224,1930,1,1150000
60115,3190,42,11375,1,0,1800,1224,1945,1,1090000
60116,3190,48,11375,1,0,1800,1224,1945,1,900000
60118,3190,63,11375,1,0,1800,1224,1945,1,775000
60119,3190,74,11375,1,0,2800,1224,1945,1,868000
60121,3191,21,11375,1,0,1800,1224,1940,1,770000
60122,3191,37,11375,1,0,1800,1224,1940,1,1190000
60123,3192,38,11375,1,0,3025,1360,1925,1,780000
60124,3193,40,11375,1,0,2600,1648,1925,1,970000
60125,3194,44,11375,1,0,2308,1248,1920,1,700000
60128,3196,7,11375,1,0,2000,1580,1935,1,1348000
60129,3197,8,11375,1,0,2000,1600,1935,1,940000
60133,3199,15,11375,1,0,1800,1584,1945,1,939000
60134,3199,53,11375,1,0,1900,1881,1945,1,1095000
60135,3199,61,11375,1,0,1900,1881,1945,1,1070000
60136,3200,22,11375,1,0,1800,1152,1945,1,879000
60138,3202,11,11375,1,0,2500,1950,1940,1,1050000
60140,3204,49,11375,1,0,2800,1782,1930,1,1080000
60141,3207,14,11375,1,0,3000,2039,1930,1,999000
60142,3209,23,11375,1,0,2633,1568,1930,1,760000
60143,3209,31,11375,1,0,4000,1785,1930,1,925000
60144,3209,50,11375,1,0,2367,1310,1930,1,885000
60145,3209,53,11375,1,0,2367,1320,1930,1,730000
60146,3209,57,11375,1,0,2367,1315,1930,1,942000
60147,3209,57,11375,1,0,2367,1315,1930,1,630000
60149,3210,12,11375,1,0,2400,1494,1930,1,805000
60151,3210,21,11375,1,0,2342,1350,1930,1,650000
60152,3210,40,11375,1,0,2342,1350,1930,1,755750
60153,3210,42,11375,1,0,2400,1494,1930,1,650000
60156,3211,44,11375,1,0,2642,1408,1920,1,1050000
60157,3213,31,11375,1,0,10000,3844,1940,1,2370000
60159,3214,54,11375,1,0,4000,1884,1940,1,1535000
60160,3215,31,11375,1,0,3500,2645,1940,1,1550000
60161,3215,53,11375,1,0,4000,2183,1940,1,1500000
60162,3219,101,11375,1,0,5520,3305,1925,1,2655000
60163,3221,14,11375,1,0,3000,1590,1930,1,825000
60164,3221,42,11375,1,0,2112,1600,1930,1,995000
60165,3221,60,11375,1,0,2400,1296,1930,1,699000
60166,3222,26,11375,1,0,2000,1185,1930,1,685000
60168,3224,25,11375,1,0,4000,1870,1940,1,1525000
60170,3224,40,11375,1,0,2500,1728,1920,1,180000
60171,3224,47,11375,1,0,2400,1280,1920,1,1075000
60172,3224,48,11375,1,0,2400,1280,1920,1,890000
60173,3224,58,11375,1,0,2600,1624,1920,1,1070000
60174,3226,43,11375,1,0,4000,1742,1930,1,1260000
60175,3227,4,11375,1,0,4000,2334,1930,1,1380000
60176,3227,47,11375,1,0,4000,2367,1930,1,1760000
60177,3231,38,11375,1,0,5000,3006,1930,1,2492000
60178,3232,15,11375,1,0,8194,3996,1920,1,665000
60179,3234,104,11375,1,0,1808,1134,1930,1,820000
60180,3240,22,11375,1,0,2846,1200,1925,1,752000
60181,3241,8,11375,1,0,2500,1261,1920,1,1265000
60182,3241,28,11375,1,0,2500,1504,1920,1,1140000
60183,3241,43,11375,1,0,2500,1184,1920,1,855000
60185,3242,34,11375,1,0,2500,1185,1925,1,866000
60186,3243,24,11375,1,0,4000,1727,1935,1,1450000
60193,3247,45,11375,1,0,3650,2668,1920,1,1680000
60202,3265,31,11375,1,0,6000,1920,1935,1,1600000
60204,3267,76,11375,1,0,9695,3737,1940,1,2831000
60206,3273,54,11375,1,0,5070,2804,1925,1,1922000
60208,3276,13,11375,1,0,1751,1765,1925,1,1600000
60209,3277,40,11375,1,0,3600,1572,1925,1,1050000
60210,3279,8,11375,1,0,4952,2074,1925,1,1475000
60212,3279,46,11375,1,0,2411,1568,1925,1,1300000
60214,3280,4,11375,1,0,2000,1200,1935,1,1025000
60217,3281,23,11375,1,0,1665,1665,1930,1,1485000
60218,3281,36,11375,1,0,3153,2397,1930,1,1988000
60220,3282,62,11375,1,0,2760,1748,1915,1,1525000
60222,3285,11,11375,1,0,1746,2160,1935,1,1700000
60223,3286,17,11375,1,0,3800,2502,1935,1,2165000
60224,3286,35,11375,1,0,4767,2111,1935,1,2100000
60226,3286,38,11375,1,0,3830,1650,1935,1,2000000
60227,3294,15,11375,1,0,1242,1392,1935,1,1270000
60229,3295,13,11375,1,0,2473,1488,1925,1,1360000
60230,3295,32,11375,1,0,6632,1488,1925,1,999500
60232,3299,31,11375,1,0,6812,2939,1920,1,2375000
60233,3301,86,11375,1,0,8287,2850,1930,1,2399999
60234,3301,107,11375,1,0,5408,3375,1930,1,2100000
60235,3302,110,11375,1,0,6270,2785,1920,1,1950000
60236,3302,122,11375,1,0,5582,2426,1920,1,461025
60238,3303,38,11375,1,0,4850,2749,1925,1,1349000
60240,3310,36,11375,1,0,7975,4782,1920,1,2500000
60241,3311,22,11375,1,0,2200,1944,1920,1,1100000
60242,3311,28,11375,1,0,2260,1951,1920,1,1080000
60243,3339,70,11375,1,0,1708,2035,1930,1,1180000
60247,3344,9,11375,1,0,6900,2156,1910,1,1300000
60248,3344,62,11375,1,0,5487,2097,1910,1,1300000
60249,3344,72,11375,1,1,4863,2676,1910,1,990000
60250,2124,24,11375,2,0,2650,1272,1930,1,625000
60252,2129,37,11375,2,0,2058,2550,1935,1,1335000
60254,2144,60,11375,2,0,1963,949,1935,1,650000
60255,2151,149,11375,2,0,1900,1869,1945,1,1100000
60256,2151,150,11375,2,0,1900,1869,1945,1,1250000
60257,2151,151,11375,2,0,1900,1330,1945,1,1100000
60258,2166,50,11375,2,0,2200,1857,1935,1,240000
60260,2167,52,11375,2,0,2200,1818,1940,1,720000
60261,2168,23,11375,2,0,2500,1700,1960,1,834965
60264,2169,26,11375,2,0,2500,1700,1945,1,950000
60268,2237,51,11375,2,1,2000,4800,1983,1,1130000
60269,2265,48,11375,2,0,1663,3100,1970,1,1550000
60270,3176,39,11374,2,0,2300,1312,1930,1,615000
60272,3180,37,11374,2,0,2500,1872,1940,1,744300
60274,3180,84,11375,2,0,3325,1890,1935,1,1050000
60275,3180,95,11375,2,0,2600,1680,1945,1,1050000
60276,3188,22,11375,2,0,1800,1206,1940,1,870000
60278,3192,15,11375,2,0,3096,1938,1940,1,925000
60282,3200,27,11375,2,0,1800,1152,1945,1,910000
60287,3240,31,11375,2,0,2620,1792,1925,1,805000
60288,3240,31,11375,2,0,2620,1792,1925,1,450000
60289,3261,58,11375,2,0,2430,1836,1925,1,990000
60294,3266,11,11375,2,0,4000,2295,1935,1,1650000
60295,3277,12,11375,2,0,2250,1568,1935,1,1230000
60296,3291,53,11375,2,0,2095,3280,1935,1,1850000
60298,3291,72,11375,2,0,1900,3280,1935,1,1350000
60304,3178,5,11374,3,0,4576,2560,1970,1,375000
60306,3178,10,11374,3,0,1638,2394,1970,1,325000
60308,2185,1002,11375,1,0,0,0,2009,1,575000
60310,2185,1017,11375,1,0,0,0,2009,1,550000
60311,2185,1026,11375,1,0,0,0,2009,1,555000
60317,3295,56,0,0,0,300,0,1950,1,30000
60319,2183,4,11375,4,0,5160,3400,1950,2,975000
60321,2184,11,11375,0,0,0,0,1950,2,616041
60322,2184,11,11375,0,0,0,0,1950,2,717866
60323,2184,11,11375,0,0,0,0,1950,2,230000
60324,2186,2,11375,0,0,0,0,1949,2,190000
60325,2186,38,11375,0,0,0,0,1949,2,178000
60326,2186,75,11375,0,0,0,0,1949,2,218000
60327,2186,75,11375,0,0,0,0,1949,2,178000
60328,2186,75,11375,0,0,0,0,1949,2,260000
60329,2186,75,11375,0,0,0,0,1949,2,211000
60330,2186,75,11375,0,0,0,0,1949,2,290000
60331,2186,88,11375,0,0,0,0,1949,2,315000
60332,3198,33,11375,0,0,0,0,1938,2,355000
60334,3233,14,11375,0,0,0,0,1920,2,248000
60335,3254,20,11375,0,0,0,0,1930,2,72000
60336,3254,20,11375,0,0,0,0,1930,2,177000
60337,3254,20,11375,0,0,0,0,1930,2,185000
60338,2124,56,11375,0,0,0,0,1955,2,389000
60339,2124,56,11375,0,0,0,0,1955,2,253000
60340,2124,56,11375,0,0,0,0,1955,2,195000
60341,2124,56,11375,0,0,0,0,1955,2,275000
60342,2124,56,11375,0,0,0,0,1955,2,225000
60343,2124,56,11375,0,0,0,0,1955,2,285000
60344,2127,18,11375,0,0,0,0,1949,2,258555
60345,2127,18,11375,0,0,0,0,1949,2,155000
60346,2127,18,11375,0,0,0,0,1949,2,369000
60347,2127,27,11375,0,0,0,0,1949,2,136000
60348,2127,27,11375,0,0,0,0,1949,2,215000
60349,2129,14,11375,0,0,0,0,1952,2,228000
60351,2129,14,11375,0,0,0,0,1952,2,325000
60353,2129,14,11375,0,0,0,0,1952,2,168000
60354,2129,14,11375,0,0,0,0,1952,2,290000
60355,2129,14,11375,0,0,0,0,1952,2,299000
60356,2129,14,11375,0,0,0,0,1952,2,420000
60357,2129,14,11375,0,0,0,0,1952,2,405000
60358,2132,54,11375,0,0,0,0,1958,2,425000
60360,2133,16,11375,0,0,0,0,1964,2,530000
60361,2133,16,11375,0,0,0,0,1964,2,207500
60362,2133,16,11375,0,0,0,0,1964,2,649000
60363,2133,16,11375,0,0,0,0,1964,2,182000
60364,2133,16,11375,0,0,0,0,1964,2,550000
60365,2133,16,11375,0,0,0,0,1964,2,385000
60366,2133,16,11375,0,0,0,0,1964,2,220000
60367,2133,16,11375,0,0,0,0,1964,2,435000
60368,2133,16,11375,0,0,0,0,1964,2,577500
60369,2133,16,11375,0,0,0,0,1964,2,430000
60370,2133,16,11375,0,0,0,0,1964,2,242500
60371,2133,16,11375,0,0,0,0,1964,2,625000
60372,2133,16,11375,0,0,0,0,1964,2,244000
60373,2133,16,11375,0,0,0,0,1964,2,395000
60374,2133,16,11375,0,0,0,0,1964,2,410000
60376,2133,16,11375,0,0,0,0,1964,2,285000
60377,2133,16,11375,0,0,0,0,1964,2,405000
60379,2133,16,11375,0,0,0,0,1964,2,417000
60380,2133,16,11375,0,0,0,0,1964,2,265000
60381,2133,16,11375,0,0,0,0,1964,2,928000
60382,2133,16,11375,0,0,0,0,1964,2,324000
60383,2133,16,11375,0,0,0,0,1964,2,290000
60384,2133,16,11375,0,0,0,0,1964,2,365000
60385,2133,16,11375,0,0,0,0,1964,2,340000
60386,2133,16,11375,0,0,0,0,1964,2,463500
60388,2133,16,11375,0,0,0,0,1964,2,597780
60389,2133,16,11375,0,0,0,0,1964,2,399000
60390,2133,16,11375,0,0,0,0,1964,2,235000
60391,2133,16,11375,0,0,0,0,1964,2,267000
60393,2133,36,11375,0,0,0,0,1964,2,371000
60394,2133,36,11375,0,0,0,0,1964,2,211000
60395,2133,36,11375,0,0,0,0,1964,2,425000
60397,2133,36,11375,0,0,0,0,1964,2,260000
60398,2133,36,11375,0,0,0,0,1964,2,225000
60399,2133,36,11375,0,0,0,0,1964,2,225000
60400,2133,36,11375,0,0,0,0,1964,2,299000
60401,2133,36,11375,0,0,0,0,1964,2,474000
60402,2133,36,11375,0,0,0,0,1964,2,599000
60403,2133,36,11375,0,0,0,0,1964,2,455000
60404,2133,36,11375,0,0,0,0,1964,2,460000
60405,2133,36,11375,0,0,0,0,1964,2,365000
60406,2134,32,11375,0,0,0,0,1951,2,530000
60408,2134,32,11375,0,0,0,0,1951,2,297500
60409,2134,32,11375,0,0,0,0,1951,2,380000
60410,2134,50,11375,0,0,0,0,1952,2,220000
60411,2134,50,11375,0,0,0,0,1952,2,225000
60412,2134,50,11375,0,0,0,0,1952,2,220000
60413,2134,50,11375,0,0,0,0,1952,2,222000
60414,2134,50,11375,0,0,0,0,1952,2,348000
60415,2135,36,11375,0,0,0,0,1951,2,221500
60417,2135,36,11375,0,0,0,0,1951,2,353790
60418,2135,36,11375,0,0,0,0,1951,2,269000
60419,2135,50,11375,0,0,0,0,1952,2,369000
60420,2135,50,11375,0,0,0,0,1952,2,460000
60421,2136,21,11375,0,0,0,0,1949,2,469000
60422,2136,51,11375,0,0,0,0,1953,2,230000
