,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
0,392,6,10009,5,0,1633,6440,1900,2,6625000
3,402,21,10009,10,0,2272,6794,1913,2,3936272
4,404,55,10009,6,0,2369,4615,1900,2,8000000
6,406,32,10009,8,0,1750,4226,1920,2,3192840
9,387,153,10009,24,0,4489,18523,1920,2,16232000
11,400,21,10009,10,0,3717,12350,2009,2,10350000
13,373,40,10009,0,0,0,0,1920,2,499000
15,373,40,10009,0,0,0,0,1920,2,529500
16,373,40,10009,0,0,0,0,1920,2,423000
17,373,46,10009,0,0,0,0,1925,2,501000
18,373,49,10009,0,0,0,0,1920,2,450000
19,373,49,10009,0,0,0,0,1920,2,510000
21,375,30,10009,0,0,0,0,1902,2,350000
22,376,14,10009,24,0,4131,16776,1928,2,11900000
23,376,14,10009,0,0,0,0,1928,2,11900000
24,376,16,10009,0,0,0,0,1928,2,350000
25,376,16,10009,0,0,0,0,1928,2,404000
26,376,19,10009,0,0,0,0,1910,2,535000
27,377,54,10009,0,0,0,0,1920,2,1400000
28,377,60,10009,0,0,0,0,1900,2,866000
29,379,15,10009,0,0,0,0,1930,2,355000
31,389,21,10009,0,0,0,0,1900,2,805000
32,389,49,10009,0,0,0,0,1910,2,475000
33,389,50,10009,0,0,0,0,1920,2,450000
34,389,50,10009,0,0,0,0,1920,2,450000
35,390,55,10009,0,0,0,0,1935,2,810000
37,391,14,10009,0,0,0,0,1910,2,300000
38,391,14,10009,0,0,0,0,1910,2,300000
39,391,48,10009,0,0,0,0,1910,2,579000
40,391,57,10009,0,0,0,0,1900,2,1500000
41,393,39,10009,0,0,0,0,1900,2,25000
42,394,52,10009,0,0,0,0,1937,2,512000
43,394,52,10009,0,0,0,0,1937,2,410000
44,394,52,10009,0,0,0,0,1937,2,500000
45,394,52,10009,0,0,0,0,1937,2,510000
46,396,20,10009,0,0,0,0,1920,2,475000
47,396,20,10009,0,0,0,0,1920,2,789019
50,396,20,10009,0,0,0,0,1920,2,425000
51,396,20,10009,0,0,0,0,1920,2,490000
52,397,25,10009,0,0,0,0,1915,2,409000
53,397,25,10009,0,0,0,0,1915,2,415000
54,398,58,10009,0,0,0,0,1950,2,420000
55,398,58,10009,0,0,0,0,1950,2,435000
56,400,45,10009,0,0,0,0,1937,2,575000
57,400,45,10009,0,0,0,0,1937,2,605000
58,401,12,10009,0,0,0,0,1900,2,799000
59,401,12,10009,0,0,0,0,1900,2,800000
60,401,50,10009,0,0,0,0,1900,2,54993
61,401,57,10009,0,0,0,0,1929,2,410000
62,402,47,10009,0,0,0,0,1900,2,1475000
63,404,10,10009,0,0,0,0,1929,2,335000
64,404,21,10009,0,0,0,0,1920,2,490000
65,404,26,10009,0,0,0,0,1928,2,750000
66,404,27,10009,0,0,0,0,1900,2,780000
67,404,57,10009,0,0,0,0,1925,2,2400000
68,405,51,10009,0,0,0,0,1910,2,380000
69,406,50,10009,0,0,0,0,1901,2,430000
70,379,45,10009,0,0,0,0,1920,2,499900
71,386,36,10009,0,0,0,0,1940,2,1400000
72,386,58,10009,0,0,0,0,1900,2,694000
73,385,1102,10009,47,0,0,36472,2005,2,28000000
74,394,1602,0,0,0,0,0,0,2,8058923
75,397,1301,10002,132,0,33650,0,1989,2,52625000
76,386,1002,10009,1,0,0,0,0,2,620000
79,373,1003,10009,1,0,0,0,1920,2,762669
80,373,1004,10009,1,0,0,0,1920,2,772851
81,373,1005,10009,1,0,0,0,1920,2,1034880
85,373,1009,10009,1,0,0,0,1920,2,800000
86,373,1011,10009,1,0,0,0,1920,2,2295759
87,375,1004,10009,1,0,0,0,0,2,875000
95,378,1008,10009,1,0,0,0,2014,2,701341
100,378,1013,10009,1,0,0,0,2014,2,753421
104,378,1017,10009,1,0,0,0,2014,2,771980
112,378,1026,10009,1,0,0,0,2014,2,1247356
116,384,1222,10002,1,0,0,0,2005,2,2150000
117,390,1009,10009,1,0,0,0,0,2,550000
118,390,1014,10009,1,0,0,0,0,2,1085000
122,392,1113,10009,1,0,0,0,2005,2,910000
123,394,1507,10009,1,0,0,0,1910,2,910000
124,394,1510,10009,1,0,0,0,1910,2,730000
125,394,1513,10009,1,0,0,0,1910,2,725000
127,394,1531,10009,1,0,0,0,1910,2,1300000
128,394,1536,10009,1,0,0,0,1910,2,770000
129,396,1012,10009,1,0,0,0,2008,2,1750000
130,397,1018,10009,1,0,0,0,0,2,1150000
131,397,1104,10002,1,0,0,0,0,2,2085000
133,402,1302,10009,1,0,0,0,2014,2,1680112
134,402,1303,10009,1,0,0,0,2014,2,1150000
135,402,1304,10009,1,0,0,0,2014,2,1308451
136,402,1305,10009,1,0,0,0,2014,2,1863397
137,402,1306,10009,1,0,0,0,2014,2,1603743
138,402,1307,10009,1,0,0,0,2014,2,1781937
139,402,1308,10009,1,0,0,0,2014,2,1245000
140,402,1309,10009,1,0,0,0,2014,2,1200000
141,402,1310,10009,1,0,0,0,2014,2,1900000
142,402,1311,10009,1,0,0,0,2014,2,1150000
143,402,1312,10009,1,0,0,0,2014,2,1800000
144,402,1313,10009,1,0,0,0,2014,2,1318633
145,402,1314,10009,1,0,0,0,2014,2,1385000
147,402,1315,10009,1,0,0,0,2014,2,2150000
148,402,1316,10009,1,0,0,0,2014,2,1236300
149,402,1317,10009,1,0,0,0,2014,2,1934675
150,402,1318,10009,1,0,0,0,2014,2,1237000
151,402,1319,10009,1,0,0,0,2014,2,1461188
152,402,1320,10009,1,0,0,0,2014,2,1957475
153,402,1321,10009,1,0,0,0,2014,2,1221900
154,402,1322,10009,1,0,0,0,2014,2,2250000
155,402,1323,10009,1,0,0,0,2014,2,1495000
156,402,1324,10009,1,0,0,0,2014,2,1310000
157,402,1325,10009,1,0,0,0,2014,2,1934675
158,402,1326,10009,1,0,0,0,2014,2,1250000
159,402,1327,10009,1,0,0,0,2014,2,2611811
160,402,1328,10009,1,0,0,0,2014,2,4159551
161,402,1329,10009,1,0,0,0,2014,2,1303360
162,402,1330,10009,1,0,0,0,2014,2,2250000
163,402,1331,10009,1,0,0,0,2014,2,2392887
164,402,1332,10009,1,0,0,0,2014,2,1578287
165,402,1333,10009,1,0,0,0,2014,2,1400093
166,405,1303,10009,1,0,0,0,1965,2,4552375
168,405,1315,10009,1,0,0,0,1965,2,750000
169,405,1322,10009,1,0,0,0,1965,2,2385000
170,406,1203,10009,1,0,0,0,2013,2,1400093
171,406,1207,10009,1,0,0,0,2013,2,1478499
172,391,19,10009,3,1,1520,3360,1910,2,3300000
173,393,4,10009,4,1,2201,5608,1900,2,7215000
174,394,5,10009,5,1,1779,3713,1910,2,4750000
176,372,1003,10009,1,0,0,0,2003,2,805000
177,372,1004,10009,1,0,0,0,2003,2,735000
178,375,1105,10009,1,0,0,0,2003,2,810000
180,384,1007,10009,1,0,0,0,2005,2,3035000
181,394,1304,10009,1,0,0,0,0,2,630000
182,394,1306,10009,1,0,0,0,0,2,680000
184,394,1408,10009,1,0,0,0,2006,2,995000
185,405,1108,10009,1,0,0,0,0,2,494500
186,406,1104,10009,1,0,0,0,2007,2,1875000
187,384,1301,10009,0,1,0,0,1900,2,2700000
188,387,1001,10009,0,1,0,0,1951,2,1500000
189,389,1003,10009,0,0,0,0,1900,2,635000
190,389,1003,10009,0,0,0,0,1900,2,700000
191,389,1003,10009,0,0,0,0,1900,2,1100000
192,389,1003,10009,0,0,0,0,1900,2,1900000
193,398,1102,10009,0,0,0,0,1920,2,485000
194,399,1002,10009,0,0,0,0,1920,2,1175000
195,390,34,10009,0,1,1218,3586,1899,4,3700000
199,384,1201,10002,0,0,0,0,2005,4,10800000
200,397,1302,10002,0,0,0,0,1989,4,52625000
206,771,52,10011,1,0,1975,3855,1901,1,7425000
212,769,49,10011,2,1,2150,4978,1920,1,7750000
214,719,67,10011,3,0,2469,3725,1901,1,8300000
215,791,1002,10011,1,0,0,0,1920,1,2850000
216,696,37,10001,6,1,1463,3762,1901,2,16000000
218,722,6,10011,4,0,2057,2890,1910,2,5950000
219,743,56,10011,24,0,2307,4500,1900,2,7375000
220,745,63,10011,4,0,2057,3042,1900,2,8000000
221,764,68,10011,22,2,2581,13056,1901,2,14100000
222,765,25,10011,9,0,1566,6330,1901,2,1583840
223,765,25,10011,9,0,1566,6330,1901,2,416790
224,765,25,10011,9,0,1566,6330,1901,2,630370
227,770,53,10011,9,0,2029,8540,1920,2,29400000
230,790,8,10011,8,1,2581,7650,1920,2,6450000
231,790,9,10011,15,1,2077,6335,1901,2,5500000
232,790,10,10011,8,1,1952,5955,1920,2,5750000
233,790,63,10011,8,0,2000,4100,1910,2,3485000
234,695,6,10011,6,1,2469,19892,2014,2,4600000
239,794,11,10011,30,2,10053,78882,2014,2,2341975
240,717,61,10011,0,0,0,0,1920,2,1835000
241,717,70,10011,0,0,0,0,1910,2,700000
242,719,34,10011,0,0,0,0,1900,2,1587500
243,719,36,10011,0,0,0,0,1900,2,310000
244,719,36,10011,0,0,0,0,1900,2,550000
245,720,21,10011,0,0,0,0,1900,2,354500
246,720,34,10011,0,0,0,0,1850,2,1750000
247,720,42,10011,0,0,0,0,1900,2,485000
248,720,42,10011,0,0,0,0,1900,2,1425000
249,720,65,10011,0,0,0,0,1900,2,705000
250,720,66,10011,0,0,0,0,1900,2,2575000
251,720,70,10011,0,0,0,0,1905,2,2200000
252,720,76,10011,0,0,0,0,1900,2,1525000
254,722,13,10011,0,0,0,0,1900,2,1750000
255,722,46,10001,0,0,0,0,1910,2,289000
256,722,47,10001,0,0,0,0,1910,2,670000
257,722,47,10001,0,0,0,0,1910,2,699000
259,740,46,10011,0,0,0,0,1910,2,180000
261,740,47,10011,0,0,0,0,1900,2,1237500
262,740,48,10011,0,0,0,0,1900,2,1300000
263,740,50,10011,0,0,0,0,1900,2,592500
264,741,41,10011,0,0,0,0,1900,2,311000
265,741,41,10011,0,0,0,0,1900,2,770000
266,741,41,10011,0,0,0,0,1900,2,560000
267,742,57,10011,0,0,0,0,1910,2,2000000
268,742,59,10011,0,0,0,0,1920,2,610000
269,743,6,10011,0,0,0,0,1910,2,590000
270,743,6,10011,0,0,0,0,1910,2,1700000
271,743,74,10011,0,0,0,0,1900,2,590000
272,744,3,10011,0,0,0,0,1940,2,441975
273,744,3,10011,0,0,0,0,1940,2,617777
274,744,3,10011,0,0,0,0,1940,2,644000
275,744,18,10011,0,0,0,0,1850,2,1100000
276,744,19,10011,0,0,0,0,1900,2,367500
277,744,32,10011,24,0,4600,12200,1850,2,282000
278,744,32,10011,0,0,0,0,1850,2,710000
279,744,32,10011,0,0,0,0,1850,2,282000
280,745,16,10011,0,0,0,0,1920,2,1280000
282,745,16,10011,0,0,0,0,1920,2,455000
283,745,17,10011,0,0,0,0,1900,2,455000
284,745,17,10011,0,0,0,0,1900,2,685000
285,745,17,10011,0,0,0,0,1900,2,550000
286,745,21,10011,0,0,0,0,1864,2,622500
287,745,21,10011,0,0,0,0,1864,2,1350000
288,745,50,10011,0,0,0,0,1900,2,999000
289,745,56,10011,0,0,0,0,1925,2,490000
290,745,56,10011,0,0,0,0,1925,2,690000
291,745,56,10011,0,0,0,0,1925,2,999000
292,745,56,10011,0,0,0,0,1925,2,470000
293,745,56,10011,0,0,0,0,1925,2,434000
294,746,6,10011,0,0,0,0,1910,2,1085000
295,746,71,10011,0,0,0,0,1900,2,640000
296,746,72,10011,0,0,0,0,1910,2,440000
297,765,62,10011,0,0,0,0,1915,2,620000
298,765,62,10011,0,0,0,0,1915,2,640000
300,765,62,10011,0,0,0,0,1915,2,625000
301,766,23,10011,0,0,0,0,1910,2,1080000
302,766,23,10011,0,0,0,0,1910,2,659000
303,766,23,10011,0,0,0,0,1910,2,500000
304,766,23,10011,0,0,0,0,1910,2,460000
305,766,23,10011,0,0,0,0,1910,2,480000
306,770,56,10011,0,0,0,0,1910,2,2495000
307,770,56,10011,0,0,0,0,1910,2,1625000
308,770,68,10011,0,0,0,0,1910,2,765000
309,771,35,10011,0,0,0,0,1905,2,1775000
310,771,71,10011,0,0,0,0,1905,2,730000
311,771,71,10011,0,0,0,0,1905,2,2660000
312,771,73,10011,0,0,0,0,1920,2,500000
313,771,73,10011,0,0,0,0,1920,2,540000
314,772,12,10011,0,0,0,0,1917,2,1375000
315,772,12,10011,0,0,0,0,1917,2,827500
316,772,12,10011,0,0,0,0,1917,2,582500
317,772,12,10011,0,0,0,0,1917,2,950000
318,791,25,10011,0,0,0,0,1911,2,750000
319,791,25,10011,0,0,0,0,1911,2,583000
320,791,25,10011,0,0,0,0,1911,2,735000
321,791,71,10011,0,0,0,0,1920,2,1500000
322,791,71,10011,0,0,0,0,1920,2,880000
323,800,21,10011,0,0,0,0,1910,2,2450000
324,694,42,10011,0,0,0,0,2003,2,732500
325,694,42,10011,0,0,0,0,2003,2,518000
326,694,42,10011,0,0,0,0,2003,2,1215000
327,694,42,10011,0,0,0,0,2003,2,775000
328,694,42,10011,0,0,0,0,2003,2,800000
329,694,42,10011,0,0,0,0,2003,2,900000
330,694,42,10011,0,0,0,0,2003,2,850000
331,694,42,10011,0,0,0,0,2003,2,735000
332,694,42,10011,0,0,0,0,2003,2,655000
333,694,42,10011,0,0,0,0,2003,2,1080000
334,717,9,10011,0,0,0,0,1983,2,790000
335,720,47,10011,0,0,0,0,1920,2,639000
336,720,47,10011,0,0,0,0,1920,2,875000
337,720,49,10011,0,0,0,0,1920,2,452000
338,720,60,10011,0,0,0,0,1900,2,932500
339,720,60,10011,0,0,0,0,1900,2,980000
340,722,18,10011,0,0,0,0,1920,2,701574
341,722,18,10011,0,0,0,0,1920,2,1200000
342,738,18,10014,0,0,0,0,1900,2,875000
343,738,18,10014,0,0,0,0,1900,2,979000
344,740,19,10011,0,0,0,0,1902,2,1350000
345,742,22,10011,0,0,0,0,1928,2,635000
346,742,49,10011,0,0,0,0,1900,2,750000
347,744,1,10011,0,0,0,0,1928,2,995000
348,744,1,10011,0,0,0,0,1928,2,661862
349,744,1,10011,0,0,0,0,1928,2,835000
350,744,1,10011,0,0,0,0,1928,2,1017000
352,747,28,10011,0,0,0,0,1926,2,1495000
353,748,1,10011,0,0,0,0,1963,2,113692
354,748,1,10011,0,0,0,0,1963,2,101164
355,748,1,10011,0,0,0,0,1963,2,86231
356,748,1,10011,0,0,0,0,1963,2,72260
357,748,1,10011,0,0,0,0,1963,2,103640
358,748,1,10011,0,0,0,0,1963,2,88332
359,748,1,10011,0,0,0,0,1963,2,101726
360,748,1,10011,0,0,0,0,1963,2,116447
361,748,1,10011,0,0,0,0,1963,2,87346
362,749,1,10001,0,0,0,0,1963,2,86712
363,749,1,10001,0,0,0,0,1963,2,87346
364,749,24,10001,0,0,0,0,1963,2,144521
365,749,24,10001,0,0,0,0,1963,2,137150
366,751,1,10001,0,0,0,0,1960,2,118280
367,751,1,10001,0,0,0,0,1960,2,86712
368,751,1,10001,0,0,0,0,1960,2,114975
369,751,1,10001,0,0,0,0,1960,2,129347
370,751,1,10001,0,0,0,0,1960,2,100603
371,751,1,10001,0,0,0,0,1960,2,72260
372,751,1,10001,0,0,0,0,1960,2,101726
373,751,1,10001,0,0,0,0,1960,2,87346
374,752,1,10001,0,0,0,0,1963,2,86231
375,764,62,10011,0,0,0,0,1930,2,655000
376,764,62,10011,0,0,0,0,1930,2,785000
377,765,70,10011,0,0,0,0,1930,2,915000
378,765,70,10011,0,0,0,0,1930,2,849000
379,765,70,10011,0,0,0,0,1930,2,300000
380,766,9,10011,0,0,0,0,1930,2,495846
382,766,39,10011,0,0,0,0,1930,2,1225000
384,770,48,10011,0,0,0,0,1902,2,1115000
385,770,48,10011,0,0,0,0,1902,2,1260000
386,770,48,10011,0,0,0,0,1902,2,1195000
387,770,48,10011,0,0,0,0,1902,2,1075000
388,770,59,10011,0,0,0,0,1913,2,267701
389,770,59,10011,0,0,0,0,1913,2,284101
390,770,59,10011,0,0,0,0,1913,2,207564
391,770,59,10011,0,0,0,0,1913,2,289568
392,770,59,10011,0,0,0,0,1913,2,218498
393,770,59,10011,0,0,0,0,1913,2,207564
394,771,23,10011,0,0,0,0,1889,2,500000
395,771,28,10011,0,0,0,0,1920,2,670000
396,771,38,10011,0,0,0,0,1963,2,530000
397,771,38,10011,0,0,0,0,1963,2,460000
398,771,38,10011,0,0,0,0,1963,2,605000
399,771,38,10011,0,0,0,0,1963,2,677500
400,771,38,10011,0,0,0,0,1963,2,425000
401,771,38,10011,0,0,0,0,1963,2,590000
402,771,38,10011,0,0,0,0,1963,2,475000
403,771,38,10011,0,0,0,0,1963,2,469000
404,771,65,10011,0,0,0,0,1920,2,880000
406,772,69,10011,0,0,0,0,1900,2,2000000
407,773,12,10011,0,0,0,0,1940,2,1090000
408,773,12,10011,0,0,0,0,1940,2,945000
409,773,12,10011,0,0,0,0,1940,2,592500
410,773,12,10011,0,0,0,0,1940,2,653000
411,773,12,10011,0,0,0,0,1940,2,1250000
412,773,12,10011,0,0,0,0,1940,2,1075000
413,773,12,10011,0,0,0,0,1940,2,590000
414,773,12,10011,0,0,0,0,1940,2,1535000
415,773,12,10011,0,0,0,0,1940,2,975000
417,773,22,10011,0,0,0,0,1898,2,1950000
418,773,22,10011,0,0,0,0,1898,2,3850000
419,775,22,10001,0,0,0,0,1939,2,905000
420,775,22,10001,0,0,0,0,1939,2,900000
421,775,22,10001,0,0,0,0,1939,2,890000
422,775,22,10001,0,0,0,0,1939,2,520000
423,775,22,10001,0,0,0,0,1939,2,810000
424,776,17,10001,0,0,0,0,1926,2,1600000
425,776,17,10001,0,0,0,0,1926,2,2495000
426,776,17,10001,0,0,0,0,1926,2,3051000
427,790,1,10011,0,0,0,0,1963,2,1700000
428,790,1,10011,0,0,0,0,1963,2,1650000
429,790,1,10011,0,0,0,0,1963,2,867500
430,790,1,10011,0,0,0,0,1963,2,737500
431,790,1,10011,0,0,0,0,1963,2,540000
432,790,1,10011,0,0,0,0,1963,2,1111000
433,790,1,10011,0,0,0,0,1963,2,981000
434,790,1,10011,0,0,0,0,1963,2,1650000
435,790,1,10011,0,0,0,0,1963,2,1950000
437,790,1,10011,0,0,0,0,1963,2,1390000
438,790,1,10011,0,0,0,0,1963,2,630000
442,790,1,10011,0,0,0,0,1963,2,708000
443,790,1,10011,0,0,0,0,1963,2,865000
445,790,1,10011,0,0,0,0,1963,2,1275000
446,790,1,10011,0,0,0,0,1963,2,615000
447,790,40,10011,0,0,0,0,1920,2,939000
448,790,40,10011,0,0,0,0,1920,2,545000
449,790,40,10011,0,0,0,0,1920,2,560000
450,790,66,10011,0,0,0,0,1910,2,527500
452,791,1,10011,0,0,0,0,1938,2,1970000
453,791,1,10011,0,0,0,0,1938,2,1450000
454,791,1,10011,0,0,0,0,1938,2,1850000
456,791,9,10011,0,0,0,0,1940,2,5000000
457,791,9,10011,0,0,0,0,1940,2,1753000
458,791,62,10011,0,0,0,0,1927,2,949000
459,792,33,10011,0,0,0,0,1900,2,2075000
460,792,33,10011,0,0,0,0,1900,2,6000000
461,796,1,10011,0,0,0,0,1938,2,615000
462,796,1,10011,0,0,0,0,1938,2,675000
463,796,1,10011,0,0,0,0,1938,2,615000
464,796,7,10011,0,0,0,0,1938,2,818750
465,796,7,10011,0,0,0,0,1938,2,445000
466,796,7,10011,0,0,0,0,1938,2,550000
467,796,7,10011,0,0,0,0,1938,2,950000
468,796,13,10011,0,0,0,0,1909,2,2275000
469,797,76,10011,0,0,0,0,1950,2,900000
470,797,76,10011,0,0,0,0,1950,2,839000
471,797,76,10011,0,0,0,0,1950,2,839000
472,798,17,10011,0,0,0,0,1909,2,1810000
473,798,26,10011,0,0,0,0,1909,2,4815000
474,799,35,10011,0,0,0,0,1958,2,433000
475,801,30,10001,0,0,0,0,1905,2,1770000
476,801,30,10001,0,0,0,0,1905,2,1645000
477,801,30,10001,0,0,0,0,1905,2,1700000
478,802,31,10001,0,0,0,0,1910,2,2000000
479,802,35,10001,0,0,0,0,1904,2,997500
480,802,35,10001,0,0,0,0,1904,2,210000
481,802,52,10001,0,0,0,0,1907,2,2560000
482,802,52,10001,0,0,0,0,1907,2,2650000
485,764,1008,10011,1,0,0,0,1930,2,1150000
487,764,1105,10011,1,0,0,0,1930,2,826000
488,690,1002,10011,1,0,0,0,2007,2,2560000
489,690,1008,10011,1,0,0,0,2007,2,2815000
490,690,1012,10011,1,0,0,0,2007,2,3699000
491,690,1014,10011,1,0,0,0,2007,2,3020000
493,691,1028,10011,1,0,0,0,2007,2,2600000
494,691,1050,10011,1,0,0,0,2007,2,7950000
495,691,1108,10011,1,0,0,0,2013,2,3210237
496,691,1112,10011,1,0,0,0,2013,2,5875000
497,691,1112,10011,1,0,0,0,2013,2,44105000
498,691,1113,10011,1,0,0,0,2013,2,4650000
500,691,1135,10011,1,0,0,0,2013,2,2685000
501,691,1139,10011,1,0,0,0,2013,2,15350000
503,691,1140,10011,1,0,0,0,2013,2,14650000
506,693,1102,10011,1,0,0,0,2013,2,2760000
507,693,1105,10011,1,0,0,0,2013,2,2853850
508,693,1107,10011,1,0,0,0,2013,2,2599287
509,693,1109,10011,1,0,0,0,2013,2,2760000
510,693,1114,10011,1,0,0,0,2013,2,6315900
511,693,1115,10011,1,0,0,0,2013,2,6875937
512,693,1116,10011,1,0,0,0,2013,2,7950000
513,693,1123,10011,1,0,0,0,2013,2,5959512
514,693,1127,10011,1,0,0,0,2013,2,10490725
515,693,1128,10011,1,0,0,0,2013,2,13435504
516,693,1129,10011,1,0,0,0,2013,2,10126700
517,693,1130,10011,1,0,0,0,2013,2,14563725
519,693,1131,10011,1,0,0,0,2013,2,10948937
520,693,1132,10011,1,0,0,0,2013,2,15139625
521,693,1133,10011,1,0,0,0,2013,2,12018100
522,693,1134,10011,1,0,0,0,2013,2,15887450
523,693,1135,10011,1,0,0,0,2013,2,11560349
524,693,1136,10011,1,0,0,0,2013,2,16466145
525,693,1137,10011,1,0,0,0,2013,2,12829362
526,693,1138,10011,1,0,0,0,2013,2,16905700
527,693,1139,10011,1,0,0,0,2013,2,13443650
528,693,1140,10011,1,0,0,0,2013,2,17809925
529,693,1141,10011,1,0,0,0,2013,2,13478450
530,693,1142,10011,1,0,0,0,2013,2,34623250
532,693,1143,10011,1,0,0,0,2013,2,33605000
533,694,1031,10011,1,0,0,0,0,2,6300000
534,695,1104,10011,1,0,0,0,2005,2,2800000
535,695,1310,10011,1,0,0,0,2005,2,799000
536,695,1317,10011,1,0,0,0,2005,2,1340000
537,695,1419,10011,1,0,0,0,2005,2,1060000
538,695,1420,10011,1,0,0,0,2005,2,1035000
539,695,1441,10011,1,0,0,0,2005,2,1040000
540,695,1450,10011,1,0,0,0,2005,2,1045000
541,695,1454,10011,1,0,0,0,2005,2,1025000
542,695,1464,10011,1,0,0,0,2005,2,740000
544,695,1494,10011,1,0,0,0,2005,2,1210000
546,695,1514,10011,1,0,0,0,2005,2,995000
547,695,1527,10011,1,0,0,0,2005,2,995000
548,695,1540,10011,1,0,0,0,2005,2,785000
550,695,1569,10011,1,0,0,0,2005,2,1020000
551,695,1575,10011,1,0,0,0,2005,2,975000
552,695,1585,10011,1,0,0,0,2005,2,1650000
553,695,1590,10011,1,0,0,0,2005,2,1700000
554,695,1593,10011,1,0,0,0,2005,2,257068
555,695,1596,10011,1,0,0,0,2005,2,1075000
557,695,1633,10011,1,0,0,0,2005,2,2900000
558,695,1634,10011,1,0,0,0,2005,2,2875000
559,695,1723,10011,1,0,0,0,2005,2,6000000
560,695,1809,10011,1,0,0,0,2007,2,6500000
562,695,1811,10011,1,0,0,0,2007,2,4225000
563,696,1105,10001,1,0,0,0,2007,2,3750000
564,699,1213,10001,1,0,0,0,2009,2,1199000
565,699,1219,10001,1,0,0,0,2009,2,1255000
567,699,1231,10001,1,0,0,0,2009,2,1280000
568,699,1249,10001,1,0,0,0,2009,2,1300000
569,699,1255,10001,1,0,0,0,2009,2,1300000
570,699,1261,10001,1,0,0,0,2009,2,1275000
571,699,1276,10001,1,0,0,0,2009,2,2900000
572,699,1290,10001,1,0,0,0,2009,2,2750000
573,699,1306,10001,0,0,0,0,0,2,7165843
574,699,1309,10001,0,0,0,0,0,2,4937073
575,699,1311,0,0,0,0,0,0,2,6033271
576,699,1316,0,0,0,0,0,0,2,6198750
577,699,1317,10001,0,0,0,0,0,2,14504000
578,699,1319,10001,0,0,0,0,0,2,4987833
579,699,1320,10001,0,0,0,0,0,2,5191483
580,699,1321,10001,0,0,0,0,0,2,6398500
581,699,1323,10001,0,0,0,0,0,2,9366308
582,699,1324,10001,0,0,0,0,0,2,5070293
583,699,1333,10001,0,0,0,0,0,2,7250000
584,699,1337,10001,0,0,0,0,0,2,10124043
585,714,1015,10011,1,0,0,0,2006,2,1195000
586,714,1040,10011,1,0,0,0,2006,2,1500000
587,714,1070,10011,1,0,0,0,2006,2,2075000
588,714,1077,10011,1,0,0,0,2006,2,2450000
589,714,1082,10011,1,0,0,0,2006,2,4700000
593,714,1122,10011,1,0,0,0,2006,2,4000000
595,714,1129,10011,1,0,0,0,2006,2,2175000
596,714,1141,10011,1,0,0,0,2006,2,4500000
597,716,1010,10011,1,0,0,0,1920,2,1180000
598,716,1106,10011,1,0,0,0,0,2,1050000
599,716,1127,10011,1,0,0,0,0,2,2735000
600,716,1141,10011,1,0,0,0,0,2,3815000
601,716,1201,10011,1,0,0,0,2007,2,3000000
602,716,1226,10011,1,0,0,0,2007,2,1575000
603,716,1228,10011,1,0,0,0,2007,2,2200000
604,716,1405,10011,1,0,0,0,2008,2,2150000
605,716,1406,10011,1,0,0,0,2008,2,2657500
606,717,1002,10011,1,0,0,0,1920,2,2965000
607,717,1003,10011,1,0,0,0,1920,2,2395000
608,717,1027,10011,1,0,0,0,1920,2,1440000
609,717,1028,10011,1,0,0,0,1920,2,1222000
610,717,1034,10011,1,0,0,0,1920,2,1180000
611,717,1134,10011,1,0,0,0,1987,2,775595
612,717,1136,10011,1,0,0,0,1987,2,730000
613,717,1143,10011,1,0,0,0,1987,2,805000
615,718,1211,10011,1,0,0,0,1931,2,3375000
616,718,1219,10011,1,0,0,0,1931,2,4250000
617,720,1017,10011,1,0,0,0,1984,2,999000
619,720,1109,10011,1,0,0,0,1900,2,925000
620,722,1017,10001,1,0,0,0,0,2,975000
621,722,1025,10001,1,0,0,0,0,2,1995000
623,722,1068,10001,1,0,0,0,0,2,1495000
624,722,1068,10001,1,0,0,0,0,2,1425000
625,723,1001,10001,1,0,0,0,0,2,1750000
626,723,1012,10001,1,0,0,0,0,2,2350000
627,723,1026,10001,1,0,0,0,0,2,1950000
628,723,1042,10001,1,0,0,0,0,2,2575000
629,738,1102,10011,1,0,0,0,1920,2,2250000
630,738,1120,10011,1,0,0,0,1920,2,3175000
631,738,1307,10014,1,0,0,0,1960,2,2125000
632,738,1311,10014,1,0,0,0,1960,2,2000000
633,738,1314,10014,1,0,0,0,1960,2,2600000
634,738,1315,10014,1,0,0,0,1960,2,2955000
635,742,1014,10011,1,0,0,0,1950,2,882000
636,742,1016,10011,1,0,0,0,1950,2,968000
637,742,1020,10011,1,0,0,0,1950,2,1025000
638,742,1022,10011,1,0,0,0,1950,2,1145000
639,742,1043,10011,1,0,0,0,1950,2,675000
640,746,1115,10011,1,0,0,0,1983,2,1410000
642,746,1125,10011,1,0,0,0,1983,2,1440000
643,746,1410,10011,1,0,0,0,0,2,1820000
644,746,1515,10011,1,0,0,0,1948,2,388037
645,746,1580,10011,1,0,0,0,1948,2,525000
647,753,1122,10001,1,0,0,0,1925,2,820000
648,764,1206,10011,1,0,0,0,2009,2,1751390
650,766,1131,10011,1,0,0,0,1989,2,1750000
651,766,1182,10011,1,0,0,0,1989,2,977500
